transition_id,incident_id,recorded_at,from_status,to_status,actor,note,priority,source_module,business_domain
ARK-TRN-00158,ARK-INC-00098,2026-09-06T01:11:29.604Z,acknowledged,false_positive,J. Winter,"pressure test within specification, truck released",P1,scania_aps,fleet_reliability
ARK-TRN-00159,ARK-INC-00093,2026-09-06T01:11:29.851Z,in_containment,resolved,L. Fischer,movement confirmed against warranty data and passed to engineering,P3,nhtsa_nlp,field_quality
ARK-TRN-00160,ARK-INC-00096,2026-09-06T01:11:30.107Z,acknowledged,in_containment,D. Keller,engine taken off the test schedule pending borescope inspection,P3,cmapss_rul,asset_reliability
ARK-TRN-00161,ARK-INC-00081,2026-09-06T01:20:00.303Z,new,acknowledged,A. Novak,"coil held before dispositioning, defect map printed",P3,gc10_detect,visual_inspection
ARK-TRN-00162,ARK-INC-00091,2026-09-06T01:20:00.539Z,in_containment,resolved,J. Winter,"air dryer cartridge replaced, road test passed",P3,scania_aps,fleet_reliability
ARK-TRN-00163,ARK-INC-00103,2026-09-06T01:29:27.277Z,new,acknowledged,D. Keller,"picked up by the maintenance planner, test log pulled",P1,cmapss_rul,asset_reliability
ARK-TRN-00164,ARK-INC-00076,2026-09-06T01:29:27.514Z,new,acknowledged,A. Novak,impeller quarantined for QC decision,P3,casting_cv,visual_inspection
ARK-TRN-00165,ARK-INC-00093,2026-09-06T01:29:27.770Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,nhtsa_nlp,field_quality
ARK-TRN-00166,ARK-INC-00076,2026-09-06T01:40:43.565Z,acknowledged,in_containment,A. Novak,casting sectioned for porosity check,P3,casting_cv,visual_inspection
ARK-TRN-00167,ARK-INC-00078,2026-09-06T01:40:43.780Z,resolved,in_containment,P. Lindt,"containment did not hold, incident reopened",P3,neu_surface,visual_inspection
ARK-TRN-00168,ARK-INC-00081,2026-09-06T01:40:44.007Z,acknowledged,resolved,A. Novak,"defect located on the sheet, coil downgraded and dispatched",P3,gc10_detect,visual_inspection
ARK-TRN-00169,ARK-INC-00100,2026-09-06T01:51:29.734Z,new,acknowledged,L. Fischer,manufacturer and component carried into the monthly review,P2,nhtsa_nlp,field_quality
ARK-TRN-00170,ARK-INC-00103,2026-09-06T01:51:29.938Z,acknowledged,resolved,D. Keller,"borescope confirmed HPC blade wear, module swapped and re-run",P1,cmapss_rul,asset_reliability
ARK-TRN-00171,ARK-INC-00076,2026-09-06T01:51:30.140Z,in_containment,resolved,A. Novak,"porosity confirmed, part scrapped and batch logged",P3,casting_cv,visual_inspection
ARK-TRN-00172,ARK-INC-00100,2026-09-06T02:00:25.608Z,acknowledged,in_containment,L. Fischer,"complaint sample read, fleet data requested from the OEM",P2,nhtsa_nlp,field_quality
ARK-TRN-00173,ARK-INC-00081,2026-09-06T02:00:25.816Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,gc10_detect,visual_inspection
ARK-TRN-00174,ARK-INC-00091,2026-09-06T02:00:26.028Z,resolved,in_containment,J. Winter,"containment did not hold, incident reopened",P3,scania_aps,fleet_reliability
ARK-TRN-00175,ARK-INC-00103,2026-09-06T02:09:27.170Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P1,cmapss_rul,asset_reliability
ARK-TRN-00176,ARK-INC-00076,2026-09-06T02:09:27.478Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,casting_cv,visual_inspection
ARK-TRN-00177,ARK-INC-00077,2026-09-06T02:09:27.733Z,new,acknowledged,J. Winter,"truck held at the depot, workshop slot requested",P3,scania_aps,fleet_reliability
ARK-TRN-00178,ARK-INC-00100,2026-09-06T02:20:56.727Z,in_containment,resolved,L. Fischer,movement confirmed against warranty data and passed to engineering,P2,nhtsa_nlp,field_quality
ARK-TRN-00179,ARK-INC-00077,2026-09-06T02:20:56.924Z,acknowledged,resolved,J. Winter,"air dryer cartridge replaced, road test passed",P3,scania_aps,fleet_reliability
ARK-TRN-00180,ARK-INC-00086,2026-09-06T02:20:57.176Z,new,acknowledged,L. Fischer,manufacturer and component carried into the monthly review,P3,nhtsa_nlp,field_quality
ARK-TRN-00181,ARK-INC-00108,2026-09-06T02:30:50.764Z,new,acknowledged,A. Novak,component pulled from the line for a look under magnification,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00182,ARK-INC-00100,2026-09-06T02:30:51.021Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,nhtsa_nlp,field_quality
ARK-TRN-00183,ARK-INC-00078,2026-09-06T02:30:51.280Z,in_containment,resolved,P. Lindt,"defect confirmed, affected length trimmed and coil downgraded",P3,neu_surface,visual_inspection
ARK-TRN-00184,ARK-INC-00108,2026-09-06T02:39:56.688Z,acknowledged,in_containment,A. Novak,lot held pending inspection of the flagged component,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00185,ARK-INC-00086,2026-09-06T02:39:56.912Z,acknowledged,in_containment,L. Fischer,"complaint sample read, fleet data requested from the OEM",P3,nhtsa_nlp,field_quality
ARK-TRN-00186,ARK-INC-00096,2026-09-06T02:39:57.129Z,in_containment,resolved,D. Keller,"borescope confirmed HPC blade wear, module swapped and re-run",P3,cmapss_rul,asset_reliability
ARK-TRN-00187,ARK-INC-00107,2026-09-06T02:49:48.438Z,new,acknowledged,L. Fischer,manufacturer and component carried into the monthly review,P2,nhtsa_nlp,field_quality
ARK-TRN-00188,ARK-INC-00078,2026-09-06T02:49:48.708Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,neu_surface,visual_inspection
ARK-TRN-00189,ARK-INC-00086,2026-09-06T02:49:48.926Z,in_containment,resolved,L. Fischer,movement confirmed against warranty data and passed to engineering,P3,nhtsa_nlp,field_quality
ARK-TRN-00190,ARK-INC-00086,2026-09-06T03:01:47.399Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,nhtsa_nlp,field_quality
ARK-TRN-00191,ARK-INC-00091,2026-09-06T03:01:47.608Z,in_containment,resolved,J. Winter,"air dryer cartridge replaced, road test passed",P3,scania_aps,fleet_reliability
ARK-TRN-00192,ARK-INC-00096,2026-09-06T03:01:47.813Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,cmapss_rul,asset_reliability
ARK-TRN-00193,ARK-INC-00107,2026-09-06T03:11:45.812Z,acknowledged,in_containment,L. Fischer,"complaint sample read, fleet data requested from the OEM",P2,nhtsa_nlp,field_quality
ARK-TRN-00194,ARK-INC-00077,2026-09-06T03:11:46.151Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,scania_aps,fleet_reliability
ARK-TRN-00195,ARK-INC-00091,2026-09-06T03:11:46.488Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,scania_aps,fleet_reliability
ARK-TRN-00196,ARK-INC-00114,2026-09-06T03:20:23.017Z,new,acknowledged,L. Fischer,manufacturer and component carried into the monthly review,P2,nhtsa_nlp,field_quality
ARK-TRN-00197,ARK-INC-00107,2026-09-06T03:20:23.250Z,in_containment,resolved,L. Fischer,movement confirmed against warranty data and passed to engineering,P2,nhtsa_nlp,field_quality
ARK-TRN-00198,ARK-INC-00090,2026-09-06T03:20:23.489Z,new,acknowledged,A. Novak,impeller quarantined for QC decision,P3,casting_cv,visual_inspection
ARK-TRN-00199,ARK-INC-00107,2026-09-06T03:30:17.282Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,nhtsa_nlp,field_quality
ARK-TRN-00200,ARK-INC-00090,2026-09-06T03:30:17.473Z,acknowledged,in_containment,A. Novak,casting sectioned for porosity check,P3,casting_cv,visual_inspection
ARK-TRN-00201,ARK-INC-00102,2026-09-06T03:30:17.674Z,new,acknowledged,A. Novak,"coil held before dispositioning, defect map printed",P3,gc10_detect,visual_inspection
ARK-TRN-00202,ARK-INC-00114,2026-09-06T03:40:38.264Z,acknowledged,resolved,L. Fischer,movement confirmed against warranty data and passed to engineering,P2,nhtsa_nlp,field_quality
ARK-TRN-00203,ARK-INC-00090,2026-09-06T03:40:38.476Z,in_containment,resolved,A. Novak,"porosity confirmed, part scrapped and batch logged",P3,casting_cv,visual_inspection
ARK-TRN-00204,ARK-INC-00097,2026-09-06T03:40:38.674Z,new,false_positive,P. Lindt,"section clean, part released to machining",P3,casting_cv,visual_inspection
ARK-TRN-00205,ARK-INC-00114,2026-09-06T03:51:56.185Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,nhtsa_nlp,field_quality
ARK-TRN-00206,ARK-INC-00090,2026-09-06T03:51:56.450Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,casting_cv,visual_inspection
ARK-TRN-00207,ARK-INC-00092,2026-09-06T03:51:56.689Z,new,acknowledged,A. Novak,"coil flagged at the mill, strip sample taken",P3,neu_surface,visual_inspection
ARK-TRN-00208,ARK-INC-00092,2026-09-06T04:03:19.917Z,acknowledged,in_containment,A. Novak,coil held for surface inspection by eye,P3,neu_surface,visual_inspection
ARK-TRN-00209,ARK-INC-00102,2026-09-06T04:03:20.120Z,acknowledged,in_containment,A. Novak,sheet marked and coil routed to the inspection bay,P3,gc10_detect,visual_inspection
ARK-TRN-00210,ARK-INC-00109,2026-09-06T04:03:20.333Z,new,acknowledged,A. Novak,"coil held before dispositioning, defect map printed",P3,gc10_detect,visual_inspection
ARK-TRN-00211,ARK-INC-00119,2026-09-06T04:13:04.646Z,new,acknowledged,J. Winter,"truck held at the depot, workshop slot requested",P2,scania_aps,fleet_reliability
ARK-TRN-00212,ARK-INC-00092,2026-09-06T04:13:04.931Z,in_containment,resolved,A. Novak,"defect confirmed, affected length trimmed and coil downgraded",P3,neu_surface,visual_inspection
ARK-TRN-00213,ARK-INC-00112,2026-09-06T04:13:05.175Z,new,acknowledged,M. Sato,"truck held at the depot, workshop slot requested",P3,scania_aps,fleet_reliability
ARK-TRN-00214,ARK-INC-00108,2026-09-06T04:23:37.883Z,in_containment,resolved,A. Novak,"defect confirmed on the component, part scrapped and lot released",P2,mvtec_anomaly,visual_inspection
ARK-TRN-00215,ARK-INC-00119,2026-09-06T04:23:38.172Z,acknowledged,resolved,J. Winter,"air dryer cartridge replaced, road test passed",P2,scania_aps,fleet_reliability
ARK-TRN-00216,ARK-INC-00102,2026-09-06T04:23:38.399Z,in_containment,resolved,A. Novak,"defect located on the sheet, coil downgraded and dispatched",P3,gc10_detect,visual_inspection
ARK-TRN-00217,ARK-INC-00117,2026-09-06T04:34:12.519Z,new,acknowledged,M. Brandt,"picked up by the maintenance planner, test log pulled",P2,cmapss_rul,asset_reliability
ARK-TRN-00218,ARK-INC-00106,2026-09-06T04:34:12.749Z,new,acknowledged,P. Lindt,"coil flagged at the mill, strip sample taken",P3,neu_surface,visual_inspection
ARK-TRN-00219,ARK-INC-00111,2026-09-06T04:34:12.982Z,new,acknowledged,A. Novak,impeller quarantined for QC decision,P3,casting_cv,visual_inspection
ARK-TRN-00220,ARK-INC-00122,2026-09-06T04:44:08.879Z,new,acknowledged,A. Novak,component pulled from the line for a look under magnification,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00221,ARK-INC-00108,2026-09-06T04:44:09.132Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00222,ARK-INC-00119,2026-09-06T04:44:09.349Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,scania_aps,fleet_reliability
ARK-TRN-00223,ARK-INC-00117,2026-09-06T04:55:35.766Z,acknowledged,in_containment,M. Brandt,engine taken off the test schedule pending borescope inspection,P2,cmapss_rul,asset_reliability
ARK-TRN-00224,ARK-INC-00104,2026-09-06T04:55:35.993Z,new,acknowledged,P. Lindt,impeller quarantined for QC decision,P3,casting_cv,visual_inspection
ARK-TRN-00225,ARK-INC-00105,2026-09-06T04:55:36.280Z,new,acknowledged,J. Winter,"truck held at the depot, workshop slot requested",P3,scania_aps,fleet_reliability
ARK-TRN-00226,ARK-INC-00117,2026-09-06T05:05:35.507Z,in_containment,resolved,M. Brandt,"borescope confirmed HPC blade wear, module swapped and re-run",P2,cmapss_rul,asset_reliability
ARK-TRN-00227,ARK-INC-00095,2026-09-06T05:05:35.734Z,new,acknowledged,P. Lindt,"coil held before dispositioning, defect map printed",P3,gc10_detect,visual_inspection
ARK-TRN-00228,ARK-INC-00109,2026-09-06T05:05:35.982Z,acknowledged,resolved,A. Novak,"defect located on the sheet, coil downgraded and dispatched",P3,gc10_detect,visual_inspection
ARK-TRN-00229,ARK-INC-00115,2026-09-06T05:15:33.496Z,new,acknowledged,A. Novak,component pulled from the line for a look under magnification,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00230,ARK-INC-00106,2026-09-06T05:15:33.718Z,acknowledged,resolved,P. Lindt,"defect confirmed, affected length trimmed and coil downgraded",P3,neu_surface,visual_inspection
ARK-TRN-00231,ARK-INC-00111,2026-09-06T05:15:33.958Z,acknowledged,in_containment,A. Novak,casting sectioned for porosity check,P3,casting_cv,visual_inspection
ARK-TRN-00232,ARK-INC-00126,2026-09-06T05:25:23.345Z,new,acknowledged,M. Sato,"truck held at the depot, workshop slot requested",P1,scania_aps,fleet_reliability
ARK-TRN-00233,ARK-INC-00115,2026-09-06T05:25:23.589Z,acknowledged,in_containment,A. Novak,lot held pending inspection of the flagged component,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00234,ARK-INC-00092,2026-09-06T05:25:23.806Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,neu_surface,visual_inspection
ARK-TRN-00235,ARK-INC-00126,2026-09-06T05:37:06.405Z,acknowledged,false_positive,M. Sato,"pressure test within specification, truck released",P1,scania_aps,fleet_reliability
ARK-TRN-00236,ARK-INC-00095,2026-09-06T05:37:06.643Z,acknowledged,false_positive,P. Lindt,"no defect at the located position, coil dispositioned as prime",P3,gc10_detect,visual_inspection
ARK-TRN-00237,ARK-INC-00102,2026-09-06T05:37:06.941Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,gc10_detect,visual_inspection
ARK-TRN-00238,ARK-INC-00117,2026-09-06T05:46:03.274Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,cmapss_rul,asset_reliability
ARK-TRN-00239,ARK-INC-00109,2026-09-06T05:46:03.543Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,gc10_detect,visual_inspection
ARK-TRN-00240,ARK-INC-00112,2026-09-06T05:46:03.798Z,acknowledged,false_positive,M. Sato,"pressure test within specification, truck released",P3,scania_aps,fleet_reliability
ARK-TRN-00241,ARK-INC-00122,2026-09-06T05:55:40.551Z,acknowledged,in_containment,A. Novak,lot held pending inspection of the flagged component,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00242,ARK-INC-00106,2026-09-06T05:55:40.773Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,neu_surface,visual_inspection
ARK-TRN-00243,ARK-INC-00111,2026-09-06T05:55:40.997Z,in_containment,resolved,A. Novak,"porosity confirmed, part scrapped and batch logged",P3,casting_cv,visual_inspection
ARK-TRN-00244,ARK-INC-00129,2026-09-06T06:04:14.839Z,new,acknowledged,A. Novak,component pulled from the line for a look under magnification,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00245,ARK-INC-00115,2026-09-06T06:04:15.085Z,in_containment,resolved,A. Novak,"defect confirmed on the component, part scrapped and lot released",P2,mvtec_anomaly,visual_inspection
ARK-TRN-00246,ARK-INC-00122,2026-09-06T06:04:15.323Z,in_containment,resolved,A. Novak,"defect confirmed on the component, part scrapped and lot released",P2,mvtec_anomaly,visual_inspection
ARK-TRN-00247,ARK-INC-00131,2026-09-06T06:12:24.226Z,new,acknowledged,M. Brandt,"picked up by the maintenance planner, test log pulled",P2,cmapss_rul,asset_reliability
ARK-TRN-00248,ARK-INC-00115,2026-09-06T06:12:24.490Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00249,ARK-INC-00122,2026-09-06T06:12:24.764Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00250,ARK-INC-00129,2026-09-06T06:21:38.158Z,acknowledged,in_containment,A. Novak,lot held pending inspection of the flagged component,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00251,ARK-INC-00104,2026-09-06T06:21:38.482Z,acknowledged,false_positive,P. Lindt,"section clean, part released to machining",P3,casting_cv,visual_inspection
ARK-TRN-00252,ARK-INC-00110,2026-09-06T06:21:38.714Z,new,acknowledged,D. Keller,"picked up by the maintenance planner, test log pulled",P3,cmapss_rul,asset_reliability
ARK-TRN-00253,ARK-INC-00131,2026-09-06T06:32:45.506Z,acknowledged,in_containment,M. Brandt,engine taken off the test schedule pending borescope inspection,P2,cmapss_rul,asset_reliability
ARK-TRN-00254,ARK-INC-00110,2026-09-06T06:32:45.766Z,acknowledged,in_containment,D. Keller,engine taken off the test schedule pending borescope inspection,P3,cmapss_rul,asset_reliability
ARK-TRN-00255,ARK-INC-00110,2026-09-06T06:42:09.207Z,in_containment,resolved,D. Keller,"borescope confirmed HPC blade wear, module swapped and re-run",P3,cmapss_rul,asset_reliability
ARK-TRN-00256,ARK-INC-00120,2026-09-06T06:42:09.521Z,new,acknowledged,A. Novak,"coil flagged at the mill, strip sample taken",P3,neu_surface,visual_inspection
ARK-TRN-00257,ARK-INC-00127,2026-09-06T06:42:09.781Z,new,acknowledged,A. Novak,"coil flagged at the mill, strip sample taken",P3,neu_surface,visual_inspection
ARK-TRN-00258,ARK-INC-00101,2026-09-06T06:50:55.471Z,new,acknowledged,P. Lindt,component pulled from the line for a look under magnification,P3,mvtec_anomaly,visual_inspection
ARK-TRN-00259,ARK-INC-00110,2026-09-06T06:50:55.699Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,cmapss_rul,asset_reliability
ARK-TRN-00260,ARK-INC-00120,2026-09-06T06:50:55.978Z,acknowledged,false_positive,A. Novak,"surface checked by eye, within specification",P3,neu_surface,visual_inspection
ARK-TRN-00261,ARK-INC-00129,2026-09-06T07:01:09.579Z,in_containment,resolved,A. Novak,"defect confirmed on the component, part scrapped and lot released",P2,mvtec_anomaly,visual_inspection
ARK-TRN-00262,ARK-INC-00131,2026-09-06T07:01:09.815Z,in_containment,resolved,M. Brandt,"borescope confirmed HPC blade wear, module swapped and re-run",P2,cmapss_rul,asset_reliability
ARK-TRN-00263,ARK-INC-00101,2026-09-06T07:01:10.062Z,acknowledged,in_containment,P. Lindt,lot held pending inspection of the flagged component,P3,mvtec_anomaly,visual_inspection
ARK-TRN-00264,ARK-INC-00131,2026-09-06T07:10:21.031Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,cmapss_rul,asset_reliability
ARK-TRN-00265,ARK-INC-00101,2026-09-06T07:10:21.267Z,in_containment,resolved,P. Lindt,"defect confirmed on the component, part scrapped and lot released",P3,mvtec_anomaly,visual_inspection
ARK-TRN-00266,ARK-INC-00127,2026-09-06T07:10:21.521Z,acknowledged,in_containment,A. Novak,coil held for surface inspection by eye,P3,neu_surface,visual_inspection
ARK-TRN-00267,ARK-INC-00132,2026-09-06T07:19:27.293Z,new,acknowledged,A. Novak,impeller quarantined for QC decision,P2,casting_cv,visual_inspection
ARK-TRN-00268,ARK-INC-00138,2026-09-06T07:19:27.553Z,new,acknowledged,D. Keller,"picked up by the maintenance planner, test log pulled",P2,cmapss_rul,asset_reliability
ARK-TRN-00269,ARK-INC-00101,2026-09-06T07:19:27.893Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,mvtec_anomaly,visual_inspection
ARK-TRN-00270,ARK-INC-00136,2026-09-06T07:30:36.414Z,new,acknowledged,A. Novak,component pulled from the line for a look under magnification,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00271,ARK-INC-00129,2026-09-06T07:30:36.664Z,resolved,in_containment,A. Novak,"containment did not hold, incident reopened",P2,mvtec_anomaly,visual_inspection
ARK-TRN-00272,ARK-INC-00105,2026-09-06T07:30:36.907Z,acknowledged,resolved,J. Winter,"air dryer cartridge replaced, road test passed",P3,scania_aps,fleet_reliability
ARK-TRN-00273,ARK-INC-00132,2026-09-06T07:41:56.689Z,acknowledged,false_positive,A. Novak,"section clean, part released to machining",P2,casting_cv,visual_inspection
ARK-TRN-00274,ARK-INC-00105,2026-09-06T07:41:56.916Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,scania_aps,fleet_reliability
ARK-TRN-00275,ARK-INC-00111,2026-09-06T07:41:57.136Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P3,casting_cv,visual_inspection
ARK-TRN-00276,ARK-INC-00136,2026-09-06T07:53:41.750Z,acknowledged,resolved,A. Novak,"defect confirmed on the component, part scrapped and lot released",P2,mvtec_anomaly,visual_inspection
ARK-TRN-00277,ARK-INC-00138,2026-09-06T07:53:42.024Z,acknowledged,in_containment,D. Keller,engine taken off the test schedule pending borescope inspection,P2,cmapss_rul,asset_reliability
ARK-TRN-00278,ARK-INC-00125,2026-09-06T07:53:42.290Z,new,acknowledged,P. Lindt,impeller quarantined for QC decision,P3,casting_cv,visual_inspection
ARK-TRN-00279,ARK-INC-00142,2026-09-06T08:02:09.892Z,new,acknowledged,L. Fischer,manufacturer and component carried into the monthly review,P2,nhtsa_nlp,field_quality
ARK-TRN-00280,ARK-INC-00129,2026-09-06T08:02:10.251Z,in_containment,resolved,A. Novak,"defect confirmed on the component, part scrapped and lot released",P2,mvtec_anomaly,visual_inspection
ARK-TRN-00281,ARK-INC-00136,2026-09-06T08:02:10.528Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00282,ARK-INC-00124,2026-09-06T08:14:00.229Z,new,acknowledged,D. Keller,"picked up by the maintenance planner, test log pulled",P2,cmapss_rul,asset_reliability
ARK-TRN-00283,ARK-INC-00129,2026-09-06T08:14:00.471Z,resolved,closed,R. Ortiz,reviewed and closed by the Quality Manager,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00284,ARK-INC-00125,2026-09-06T08:14:00.717Z,acknowledged,in_containment,P. Lindt,casting sectioned for porosity check,P3,casting_cv,visual_inspection
ARK-TRN-00285,ARK-INC-00142,2026-09-06T08:22:27.010Z,acknowledged,in_containment,L. Fischer,"complaint sample read, fleet data requested from the OEM",P2,nhtsa_nlp,field_quality
ARK-TRN-00286,ARK-INC-00118,2026-09-06T08:22:27.311Z,new,acknowledged,A. Novak,impeller quarantined for QC decision,P3,casting_cv,visual_inspection
ARK-TRN-00287,ARK-INC-00144,2026-09-06T08:22:27.594Z,new,acknowledged,P. Lindt,"coil held before dispositioning, defect map printed",P3,gc10_detect,visual_inspection
ARK-TRN-00288,ARK-INC-00124,2026-09-06T08:33:08.777Z,acknowledged,in_containment,D. Keller,engine taken off the test schedule pending borescope inspection,P2,cmapss_rul,asset_reliability
ARK-TRN-00289,ARK-INC-00142,2026-09-06T08:33:09.036Z,in_containment,resolved,L. Fischer,movement confirmed against warranty data and passed to engineering,P2,nhtsa_nlp,field_quality
ARK-TRN-00290,ARK-INC-00116,2026-09-06T08:33:09.352Z,new,acknowledged,A. Novak,"coil held before dispositioning, defect map printed",P3,gc10_detect,visual_inspection
ARK-TRN-00291,ARK-INC-00143,2026-09-06T08:41:14.605Z,new,acknowledged,P. Lindt,component pulled from the line for a look under magnification,P2,mvtec_anomaly,visual_inspection
ARK-TRN-00292,ARK-INC-00116,2026-09-06T08:41:14.872Z,acknowledged,in_containment,A. Novak,sheet marked and coil routed to the inspection bay,P3,gc10_detect,visual_inspection
ARK-TRN-00293,ARK-INC-00118,2026-09-06T08:41:15.192Z,acknowledged,in_containment,A. Novak,casting sectioned for porosity check,P3,casting_cv,visual_inspection
ARK-TRN-00294,ARK-INC-00147,2026-09-06T08:51:49.976Z,new,acknowledged,M. Sato,"truck held at the depot, workshop slot requested",P1,scania_aps,fleet_reliability
ARK-TRN-00295,ARK-INC-00124,2026-09-06T08:51:50.433Z,in_containment,resolved,D. Keller,"borescope confirmed HPC blade wear, module swapped and re-run",P2,cmapss_rul,asset_reliability
ARK-TRN-00296,ARK-INC-00118,2026-09-06T08:51:50.967Z,in_containment,resolved,A. Novak,"porosity confirmed, part scrapped and batch logged",P3,casting_cv,visual_inspection
